Data e Hora;Nome do Usuário;Nível;idOperação;Descrição do Log;idUsuario;idLog
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9882651 VINCULADA A CARGA ID: 166460;893;119744102
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9895804 VINCULADA A CARGA ID: 166460;893;119744113
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9904121 VINCULADA A CARGA ID: 166460;893;119744120
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9901521 VINCULADA A CARGA ID: 166460;893;119744178
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9828684 VINCULADA A CARGA ID: 166460;893;119744182
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9903338 VINCULADA A CARGA ID: 166460;893;119744192
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9869135 VINCULADA A CARGA ID: 166460;893;119744194
23/05/2026 09:04;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9915238 VINCULADA A CARGA ID: 166460;893;119745654
23/05/2026 09:05;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9882554 VINCULADA A CARGA ID: 166460;893;119745687
23/05/2026 09:05;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9912501 VINCULADA A CARGA ID: 166460;893;119745730
23/05/2026 08:39;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9914713 VINCULADA A CARGA ID: 166460;893;119741368
23/05/2026 08:39;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9894239 VINCULADA A CARGA ID: 166460;893;119741381
23/05/2026 08:39;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9902270 VINCULADA A CARGA ID: 166460;893;119741388
23/05/2026 08:39;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9881119 VINCULADA A CARGA ID: 166460;893;119741411
23/05/2026 08:40;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9914364 VINCULADA A CARGA ID: 166460;893;119741461
23/05/2026 08:40;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9913543 VINCULADA A CARGA ID: 166460;893;119741470
23/05/2026 08:55;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9887702 VINCULADA A CARGA ID: 166460;893;119743315
23/05/2026 08:55;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9881598 VINCULADA A CARGA ID: 166460;893;119743342
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9905995 VINCULADA A CARGA ID: 166460;893;119744220
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9912853 VINCULADA A CARGA ID: 166460;893;119744245
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9883009 VINCULADA A CARGA ID: 166460;893;119744249
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9915076 VINCULADA A CARGA ID: 166460;893;119744251
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9902558 VINCULADA A CARGA ID: 166460;893;119744263
23/05/2026 08:58;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9914315 VINCULADA A CARGA ID: 166460;893;119744062
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9882947 VINCULADA A CARGA ID: 166460;893;119744106
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9913819 VINCULADA A CARGA ID: 166460;893;119744176
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9876699 VINCULADA A CARGA ID: 166460;893;119744189
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9913550 VINCULADA A CARGA ID: 166460;893;119744212
23/05/2026 08:59;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9914191 VINCULADA A CARGA ID: 166460;893;119744214
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9883905 VINCULADA A CARGA ID: 166460;893;119744218
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9884275 VINCULADA A CARGA ID: 166460;893;119744272
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9880513 VINCULADA A CARGA ID: 166460;893;119744294
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9882919 VINCULADA A CARGA ID: 166460;893;119744296
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9877084 VINCULADA A CARGA ID: 166460;893;119744394
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9880991 VINCULADA A CARGA ID: 166460;893;119744422
23/05/2026 09:00;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9879998 VINCULADA A CARGA ID: 166460;893;119744424
